chunk_id,text
22212,Medicine Name: Ibuprofen. Strength: 500mg. Used for: Throat Infection. Alternative medicines: Ibuprofen. Stock Available: YES. Dosage: 1 tablet after meals.
22213,Medicine Name: Ranitidine. Strength: 10ml. Used for: Bacterial Infection. Alternative medicines: Azithromycin. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22214,Medicine Name: Electral. Strength: 250mg. Used for: Allergy. Alternative medicines: Amoxicillin. Stock Available: YES. Dosage: 1 tablet daily.
22215,Medicine Name: Levocetirizine. Strength: 200ml. Used for: Inflammation. Alternative medicines: Insulin. Stock Available: YES. Dosage: As directed by doctor.
22216,Medicine Name: Ibuprofen. Strength: 10ml. Used for: Diabetes. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 tablet at night.
22217,Medicine Name: Electral. Strength: 100mg. Used for: Throat Infection. Alternative medicines: Zincovit. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22218,Medicine Name: Crocin. Strength: 200ml. Used for: Acidity. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: 1 tablet daily.
22219,Medicine Name: Clarithromycin. Strength: 200ml. Used for: Immunity Boost. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22220,Medicine Name: Diclofenac. Strength: 400mg. Used for: Acidity. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22221,Medicine Name: Glimepiride. Strength: 100mg. Used for: Diabetes. Alternative medicines: Electral. Stock Available: YES. Dosage: 1 tablet at night.
22222,Medicine Name: Ibuprofen. Strength: 10ml. Used for: Cold. Alternative medicines: Metformin. Stock Available: NO. Dosage: 1 tablet daily.
22223,Medicine Name: Metformin. Strength: 100mg. Used for: Cold. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
22224,Medicine Name: Electral. Strength: 250mg. Used for: Cold. Alternative medicines: Dolo. Stock Available: NO. Dosage: 1 tablet daily.
22225,Medicine Name: Dolo. Strength: 650mg. Used for: Cold. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: As directed by doctor.
22226,Medicine Name: Amoxicillin. Strength: 650mg. Used for: Inflammation. Alternative medicines: Levocetirizine. Stock Available: NO. Dosage: 1 tablet daily.
22227,Medicine Name: Dolo. Strength: 650mg. Used for: Bacterial Infection. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 tablet after meals.
22228,Medicine Name: Zincovit. Strength: 250mg. Used for: Allergy. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: 1 tablet daily.
22229,Medicine Name: Glimepiride. Strength: 10ml. Used for: Allergy. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 tablet after meals.
22230,Medicine Name: Ors. Strength: 200ml. Used for: Immunity Boost. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22231,Medicine Name: Amoxicillin. Strength: 250mg. Used for: Inflammation. Alternative medicines: Levocetirizine. Stock Available: NO. Dosage: 1 tablet after meals.
22232,Medicine Name: Electral. Strength: 100mg. Used for: Throat Infection. Alternative medicines: Crocin. Stock Available: NO. Dosage: 1 tablet after meals.
22233,Medicine Name: Clarithromycin. Strength: 100mg. Used for: Dehydration. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 tablet after meals.
22234,Medicine Name: Amoxicillin. Strength: 100mg. Used for: Inflammation. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: 1 tablet after meals.
22235,Medicine Name: Ranitidine. Strength: 400mg. Used for: Inflammation. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
22236,Medicine Name: Ibuprofen. Strength: 650mg. Used for: Headache. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: As directed by doctor.
22237,Medicine Name: Paracetamol. Strength: 200ml. Used for: Bacterial Infection. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: As directed by doctor.
22238,Medicine Name: Glimepiride. Strength: 650mg. Used for: Pain. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 tablet after meals.
22239,Medicine Name: Ibuprofen. Strength: 500mg. Used for: Pain. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: As directed by doctor.
22240,Medicine Name: Electral. Strength: 100mg. Used for: Cold. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: 1 tablet after meals.
22241,Medicine Name: Famotidine. Strength: 500mg. Used for: Diabetes. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
22242,Medicine Name: Diclofenac. Strength: 500mg. Used for: Bacterial Infection. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22243,Medicine Name: Vitamin C. Strength: 500mg. Used for: Throat Infection. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22244,Medicine Name: Metformin. Strength: 500mg. Used for: Allergy. Alternative medicines: Dolo. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22245,Medicine Name: Ibuprofen. Strength: 250mg. Used for: Pain. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 tablet after meals.
22246,Medicine Name: Diclofenac. Strength: 650mg. Used for: Acidity. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet at night.
22247,Medicine Name: Ranitidine. Strength: 250mg. Used for: Acidity. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 tablet at night.
22248,Medicine Name: Metformin. Strength: 400mg. Used for: Allergy. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 tablet after meals.
22249,Medicine Name: Metformin. Strength: 10ml. Used for: Dehydration. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22250,Medicine Name: Azithromycin. Strength: 250mg. Used for: Headache. Alternative medicines: Vitamin C. Stock Available: YES. Dosage: As directed by doctor.
22251,Medicine Name: Zincovit. Strength: 10ml. Used for: Cold. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: As directed by doctor.
22252,Medicine Name: Amoxicillin. Strength: 100mg. Used for: Pain. Alternative medicines: Dolo. Stock Available: YES. Dosage: 1 tablet at night.
22253,Medicine Name: Dolo. Strength: 200ml. Used for: Allergy. Alternative medicines: Insulin. Stock Available: YES. Dosage: 1 tablet at night.
22254,Medicine Name: Zincovit. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet daily.
22255,Medicine Name: Insulin. Strength: 650mg. Used for: Allergy. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22256,Medicine Name: Zincovit. Strength: 200ml. Used for: Allergy. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: As directed by doctor.
22257,Medicine Name: Vitamin C. Strength: 100mg. Used for: Throat Infection. Alternative medicines: Insulin. Stock Available: NO. Dosage: As directed by doctor.
22258,Medicine Name: Diclofenac. Strength: 650mg. Used for: Inflammation. Alternative medicines: Crocin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22259,Medicine Name: Glimepiride. Strength: 10ml. Used for: Fever. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: As directed by doctor.
22260,Medicine Name: Ranitidine. Strength: 10ml. Used for: Fever. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22261,Medicine Name: Ibuprofen. Strength: 100mg. Used for: Diabetes. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22262,Medicine Name: Amoxicillin. Strength: 10ml. Used for: Immunity Boost. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
22263,Medicine Name: Diclofenac. Strength: 650mg. Used for: Fever. Alternative medicines: Famotidine. Stock Available: NO. Dosage: As directed by doctor.
22264,Medicine Name: Paracetamol. Strength: 650mg. Used for: Diabetes. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet after meals.
22265,Medicine Name: Metformin. Strength: 200ml. Used for: Acidity. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22266,Medicine Name: Ibuprofen. Strength: 100mg. Used for: Inflammation. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
22267,Medicine Name: Dolo. Strength: 10ml. Used for: Allergy. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet daily.
22268,Medicine Name: Clarithromycin. Strength: 400mg. Used for: Allergy. Alternative medicines: Ibuprofen. Stock Available: YES. Dosage: 1 tablet daily.
22269,Medicine Name: Vitamin C. Strength: 650mg. Used for: Inflammation. Alternative medicines: Crocin. Stock Available: NO. Dosage: 1 tablet daily.
22270,Medicine Name: Amoxicillin. Strength: 400mg. Used for: Acidity. Alternative medicines: Levocetirizine. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22271,Medicine Name: Paracetamol. Strength: 200ml. Used for: Fever. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: As directed by doctor.
22272,Medicine Name: Amoxicillin. Strength: 500mg. Used for: Cold. Alternative medicines: Crocin. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22273,Medicine Name: Electral. Strength: 400mg. Used for: Pain. Alternative medicines: Zincovit. Stock Available: YES. Dosage: 1 tablet at night.
22274,Medicine Name: Diclofenac. Strength: 200ml. Used for: Headache. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet after meals.
22275,Medicine Name: Levocetirizine. Strength: 10ml. Used for: Bacterial Infection. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
22276,Medicine Name: Insulin. Strength: 10ml. Used for: Fever. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: As directed by doctor.
22277,Medicine Name: Electral. Strength: 10ml. Used for: Immunity Boost. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet at night.
22278,Medicine Name: Zincovit. Strength: 400mg. Used for: Cold. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22279,Medicine Name: Ranitidine. Strength: 250mg. Used for: Allergy. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: 1 tablet daily.
22280,Medicine Name: Crocin. Strength: 650mg. Used for: Acidity. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22281,Medicine Name: Zincovit. Strength: 650mg. Used for: Diabetes. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22282,Medicine Name: Ibuprofen. Strength: 250mg. Used for: Dehydration. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet daily.
22283,Medicine Name: Glimepiride. Strength: 10ml. Used for: Fever. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet after meals.
22284,Medicine Name: Zincovit. Strength: 200ml. Used for: Inflammation. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: As directed by doctor.
22285,Medicine Name: Dolo. Strength: 100mg. Used for: Bacterial Infection. Alternative medicines: Azithromycin. Stock Available: NO. Dosage: 1 tablet daily.
22286,Medicine Name: Cetirizine. Strength: 400mg. Used for: Bacterial Infection. Alternative medicines: Zincovit. Stock Available: NO. Dosage: 1 tablet after meals.
22287,Medicine Name: Metformin. Strength: 500mg. Used for: Bacterial Infection. Alternative medicines: Electral. Stock Available: YES. Dosage: 1 tablet daily.
22288,Medicine Name: Clarithromycin. Strength: 10ml. Used for: Inflammation. Alternative medicines: Vitamin C. Stock Available: YES. Dosage: As directed by doctor.
22289,Medicine Name: Paracetamol. Strength: 10ml. Used for: Throat Infection. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22290,Medicine Name: Ibuprofen. Strength: 650mg. Used for: Dehydration. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: As directed by doctor.
22291,Medicine Name: Levocetirizine. Strength: 10ml. Used for: Pain. Alternative medicines: Amoxicillin. Stock Available: YES. Dosage: 1 tablet at night.
22292,Medicine Name: Amoxicillin. Strength: 250mg. Used for: Cold. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: 1 tablet after meals.
22293,Medicine Name: Amoxicillin. Strength: 10ml. Used for: Pain. Alternative medicines: Dolo. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
22294,Medicine Name: Metformin. Strength: 650mg. Used for: Headache. Alternative medicines: Levocetirizine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22295,Medicine Name: Glimepiride. Strength: 200ml. Used for: Throat Infection. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet at night.
22296,Medicine Name: Clarithromycin. Strength: 650mg. Used for: Dehydration. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: As directed by doctor.
22297,Medicine Name: Levocetirizine. Strength: 100mg. Used for: Pain. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: As directed by doctor.
22298,Medicine Name: Vitamin C. Strength: 10ml. Used for: Inflammation. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
22299,Medicine Name: Insulin. Strength: 500mg. Used for: Cold. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 tablet at night.
22300,Medicine Name: Insulin. Strength: 250mg. Used for: Cold. Alternative medicines: ORS. Stock Available: YES. Dosage: As directed by doctor.
22301,Medicine Name: Glimepiride. Strength: 100mg. Used for: Diabetes. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
22302,Medicine Name: Paracetamol. Strength: 400mg. Used for: Allergy. Alternative medicines: Electral. Stock Available: NO. Dosage: 1 tablet at night.
22303,Medicine Name: Paracetamol. Strength: 250mg. Used for: Headache. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: As directed by doctor.
22304,Medicine Name: Electral. Strength: 500mg. Used for: Dehydration. Alternative medicines: Vitamin C. Stock Available: YES. Dosage: 1 tablet at night.
22305,Medicine Name: Electral. Strength: 200ml. Used for: Bacterial Infection. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22306,Medicine Name: Crocin. Strength: 250mg. Used for: Bacterial Infection. Alternative medicines: Levocetirizine. Stock Available: NO. Dosage: 1 tablet daily.
22307,Medicine Name: Insulin. Strength: 100mg. Used for: Headache. Alternative medicines: Zincovit. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
22308,Medicine Name: Dolo. Strength: 200ml. Used for: Bacterial Infection. Alternative medicines: Crocin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22309,Medicine Name: Insulin. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
22310,Medicine Name: Cetirizine. Strength: 10ml. Used for: Dehydration. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet at night.
22311,Medicine Name: Diclofenac. Strength: 100mg. Used for: Fever. Alternative medicines: Crocin. Stock Available: NO. Dosage: As directed by doctor.
22312,Medicine Name: Famotidine. Strength: 200ml. Used for: Diabetes. Alternative medicines: Zincovit. Stock Available: YES. Dosage: As directed by doctor.
22313,Medicine Name: Ors. Strength: 250mg. Used for: Diabetes. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
22314,Medicine Name: Clarithromycin. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet daily.
22315,Medicine Name: Azithromycin. Strength: 10ml. Used for: Cold. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: As directed by doctor.
22316,Medicine Name: Ors. Strength: 500mg. Used for: Headache. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
22317,Medicine Name: Azithromycin. Strength: 650mg. Used for: Immunity Boost. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet at night.
22318,Medicine Name: Insulin. Strength: 200ml. Used for: Cold. Alternative medicines: Azithromycin. Stock Available: NO. Dosage: 1 tablet after meals.
22319,Medicine Name: Crocin. Strength: 500mg. Used for: Pain. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22320,Medicine Name: Zincovit. Strength: 10ml. Used for: Immunity Boost. Alternative medicines: Levocetirizine. Stock Available: NO. Dosage: 1 tablet daily.
22321,Medicine Name: Famotidine. Strength: 500mg. Used for: Fever. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: As directed by doctor.
22322,Medicine Name: Clarithromycin. Strength: 100mg. Used for: Allergy. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet at night.
22323,Medicine Name: Paracetamol. Strength: 10ml. Used for: Inflammation. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: 1 tablet daily.
22324,Medicine Name: Vitamin C. Strength: 100mg. Used for: Inflammation. Alternative medicines: Azithromycin. Stock Available: YES. Dosage: As directed by doctor.
22325,Medicine Name: Azithromycin. Strength: 400mg. Used for: Diabetes. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: As directed by doctor.
22326,Medicine Name: Vitamin C. Strength: 10ml. Used for: Throat Infection. Alternative medicines: Dolo. Stock Available: YES. Dosage: As directed by doctor.
22327,Medicine Name: Ranitidine. Strength: 100mg. Used for: Immunity Boost. Alternative medicines: Electral. Stock Available: NO. Dosage: 1 tablet daily.
22328,Medicine Name: Amoxicillin. Strength: 200ml. Used for: Fever. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22329,Medicine Name: Electral. Strength: 500mg. Used for: Fever. Alternative medicines: Insulin. Stock Available: YES. Dosage: 1 tablet at night.
22330,Medicine Name: Insulin. Strength: 100mg. Used for: Inflammation. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: 1 tablet daily.
22331,Medicine Name: Diclofenac. Strength: 650mg. Used for: Acidity. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
22332,Medicine Name: Azithromycin. Strength: 400mg. Used for: Fever. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: As directed by doctor.
22333,Medicine Name: Glimepiride. Strength: 500mg. Used for: Cold. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
22334,Medicine Name: Metformin. Strength: 10ml. Used for: Acidity. Alternative medicines: Zincovit. Stock Available: YES. Dosage: As directed by doctor.
22335,Medicine Name: Electral. Strength: 100mg. Used for: Cold. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
22336,Medicine Name: Dolo. Strength: 10ml. Used for: Fever. Alternative medicines: Metformin. Stock Available: YES. Dosage: As directed by doctor.
22337,Medicine Name: Crocin. Strength: 10ml. Used for: Bacterial Infection. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: As directed by doctor.
22338,Medicine Name: Diclofenac. Strength: 200ml. Used for: Pain. Alternative medicines: Amoxicillin. Stock Available: YES. Dosage: As directed by doctor.
22339,Medicine Name: Azithromycin. Strength: 500mg. Used for: Bacterial Infection. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22340,Medicine Name: Glimepiride. Strength: 500mg. Used for: Acidity. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22341,Medicine Name: Metformin. Strength: 100mg. Used for: Diabetes. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22342,Medicine Name: Electral. Strength: 250mg. Used for: Inflammation. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
22343,Medicine Name: Azithromycin. Strength: 650mg. Used for: Fever. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 tablet daily.
22344,Medicine Name: Paracetamol. Strength: 650mg. Used for: Bacterial Infection. Alternative medicines: Ibuprofen. Stock Available: YES. Dosage: 1 tablet after meals.
22345,Medicine Name: Diclofenac. Strength: 250mg. Used for: Immunity Boost. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 tablet after meals.
22346,Medicine Name: Dolo. Strength: 650mg. Used for: Headache. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22347,Medicine Name: Ranitidine. Strength: 500mg. Used for: Fever. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: As directed by doctor.
22348,Medicine Name: Amoxicillin. Strength: 200ml. Used for: Inflammation. Alternative medicines: Zincovit. Stock Available: NO. Dosage: 1 tablet daily.
22349,Medicine Name: Paracetamol. Strength: 650mg. Used for: Immunity Boost. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: As directed by doctor.
22350,Medicine Name: Famotidine. Strength: 250mg. Used for: Fever. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
22351,Medicine Name: Paracetamol. Strength: 10ml. Used for: Inflammation. Alternative medicines: Azithromycin. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22352,Medicine Name: Zincovit. Strength: 100mg. Used for: Pain. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22353,Medicine Name: Dolo. Strength: 100mg. Used for: Immunity Boost. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 tablet daily.
22354,Medicine Name: Cetirizine. Strength: 500mg. Used for: Headache. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: As directed by doctor.
22355,Medicine Name: Ors. Strength: 650mg. Used for: Headache. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet at night.
22356,Medicine Name: Amoxicillin. Strength: 250mg. Used for: Headache. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 tablet at night.
22357,Medicine Name: Diclofenac. Strength: 650mg. Used for: Allergy. Alternative medicines: Zincovit. Stock Available: YES. Dosage: As directed by doctor.
22358,Medicine Name: Cetirizine. Strength: 100mg. Used for: Dehydration. Alternative medicines: Crocin. Stock Available: NO. Dosage: As directed by doctor.
22359,Medicine Name: Crocin. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Zincovit. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22360,Medicine Name: Insulin. Strength: 650mg. Used for: Inflammation. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet after meals.
22361,Medicine Name: Glimepiride. Strength: 500mg. Used for: Immunity Boost. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet at night.
22362,Medicine Name: Ibuprofen. Strength: 10ml. Used for: Acidity. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: As directed by doctor.
22363,Medicine Name: Insulin. Strength: 400mg. Used for: Immunity Boost. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: 1 tablet at night.
22364,Medicine Name: Clarithromycin. Strength: 400mg. Used for: Bacterial Infection. Alternative medicines: Insulin. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
22365,Medicine Name: Metformin. Strength: 100mg. Used for: Bacterial Infection. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: As directed by doctor.
22366,Medicine Name: Electral. Strength: 400mg. Used for: Allergy. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22367,Medicine Name: Clarithromycin. Strength: 200ml. Used for: Pain. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: As directed by doctor.
22368,Medicine Name: Insulin. Strength: 10ml. Used for: Fever. Alternative medicines: Dolo. Stock Available: NO. Dosage: 1 tablet daily.
22369,Medicine Name: Diclofenac. Strength: 400mg. Used for: Dehydration. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
22370,Medicine Name: Metformin. Strength: 100mg. Used for: Bacterial Infection. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: As directed by doctor.
22371,Medicine Name: Vitamin C. Strength: 500mg. Used for: Allergy. Alternative medicines: Zincovit. Stock Available: NO. Dosage: 1 tablet after meals.
22372,Medicine Name: Cetirizine. Strength: 400mg. Used for: Throat Infection. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
22373,Medicine Name: Ors. Strength: 10ml. Used for: Immunity Boost. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22374,Medicine Name: Insulin. Strength: 650mg. Used for: Pain. Alternative medicines: Azithromycin. Stock Available: YES. Dosage: 1 tablet after meals.
22375,Medicine Name: Metformin. Strength: 650mg. Used for: Fever. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 tablet daily.
22376,Medicine Name: Levocetirizine. Strength: 100mg. Used for: Pain. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: As directed by doctor.
22377,Medicine Name: Famotidine. Strength: 100mg. Used for: Diabetes. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet daily.
22378,Medicine Name: Crocin. Strength: 500mg. Used for: Allergy. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 tablet daily.
22379,Medicine Name: Glimepiride. Strength: 400mg. Used for: Acidity. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: As directed by doctor.
22380,Medicine Name: Ors. Strength: 10ml. Used for: Pain. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22381,Medicine Name: Glimepiride. Strength: 650mg. Used for: Fever. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 tablet at night.
22382,Medicine Name: Zincovit. Strength: 100mg. Used for: Bacterial Infection. Alternative medicines: Vitamin C. Stock Available: YES. Dosage: 1 tablet daily.
22383,Medicine Name: Levocetirizine. Strength: 100mg. Used for: Pain. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
22384,Medicine Name: Ibuprofen. Strength: 10ml. Used for: Cold. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet daily.
22385,Medicine Name: Glimepiride. Strength: 100mg. Used for: Inflammation. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 tablet after meals.
22386,Medicine Name: Crocin. Strength: 400mg. Used for: Inflammation. Alternative medicines: Amoxicillin. Stock Available: YES. Dosage: 1 tablet at night.
22387,Medicine Name: Vitamin C. Strength: 400mg. Used for: Inflammation. Alternative medicines: Metformin. Stock Available: NO. Dosage: 1 tablet daily.
22388,Medicine Name: Paracetamol. Strength: 200ml. Used for: Bacterial Infection. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 tablet after meals.
22389,Medicine Name: Ibuprofen. Strength: 400mg. Used for: Fever. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: 1 tablet at night.
22390,Medicine Name: Vitamin C. Strength: 650mg. Used for: Fever. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
22391,Medicine Name: Ors. Strength: 10ml. Used for: Cold. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22392,Medicine Name: Azithromycin. Strength: 650mg. Used for: Headache. Alternative medicines: Amoxicillin. Stock Available: YES. Dosage: 1 tablet at night.
22393,Medicine Name: Paracetamol. Strength: 400mg. Used for: Immunity Boost. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 tablet daily.
22394,Medicine Name: Paracetamol. Strength: 100mg. Used for: Throat Infection. Alternative medicines: Electral. Stock Available: YES. Dosage: 1 tablet daily.
22395,Medicine Name: Ors. Strength: 10ml. Used for: Headache. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: 1 tablet at night.
22396,Medicine Name: Levocetirizine. Strength: 10ml. Used for: Cold. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
22397,Medicine Name: Azithromycin. Strength: 650mg. Used for: Diabetes. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: 1 tablet daily.
