Medicine_ID,Medicine_Name,Strength,Use_Case,Alternative,Stock,Dosage_Instruction
24221,Diclofenac,10ml,Inflammation,ORS,Yes,1 capsule every 8 hrs
24222,Ranitidine,400mg,Cold,Zincovit,Yes,1 capsule every 8 hrs
24223,Ranitidine,650mg,Headache,Insulin,No,1 tablet at night
24224,Zincovit,400mg,Inflammation,Paracetamol,Yes,1 capsule every 8 hrs
24225,Amoxicillin,200ml,Pain,Zincovit,No,As directed by doctor
24226,Paracetamol,400mg,Inflammation,Insulin,No,1 tablet every 6 hrs
24227,Azithromycin,100mg,Headache,Insulin,No,1 tablet at night
24228,Ranitidine,10ml,Headache,Crocin,Yes,As directed by doctor
24229,Dolo,500mg,Fever,Vitamin C,No,1 tablet at night
24230,Insulin,400mg,Headache,Electral,Yes,1 tablet daily
24231,Cetirizine,100mg,Fever,Paracetamol,Yes,1 capsule every 8 hrs
24232,Azithromycin,250mg,Dehydration,Zincovit,No,1 tablet after meals
24233,Crocin,10ml,Allergy,ORS,Yes,1 tablet daily
24234,Insulin,250mg,Acidity,Clarithromycin,No,1 tablet every 6 hrs
24235,Ibuprofen,500mg,Immunity Boost,Famotidine,No,1 tablet daily
24236,Vitamin C,200ml,Acidity,Paracetamol,Yes,As directed by doctor
24237,Paracetamol,10ml,Diabetes,Ibuprofen,No,1 capsule every 8 hrs
24238,Insulin,200ml,Immunity Boost,Insulin,No,1 tablet every 6 hrs
24239,Ranitidine,500mg,Diabetes,Insulin,No,1 tablet after meals
24240,Cetirizine,650mg,Throat Infection,Insulin,Yes,As directed by doctor
24241,Amoxicillin,400mg,Dehydration,Cetirizine,No,1 tablet every 6 hrs
24242,Insulin,400mg,Bacterial Infection,Levocetirizine,No,1 tablet at night
24243,Amoxicillin,200ml,Cold,Crocin,No,1 tablet daily
24244,Ibuprofen,250mg,Pain,Paracetamol,Yes,As directed by doctor
24245,Amoxicillin,200ml,Diabetes,Electral,Yes,1 tablet after meals
24246,Clarithromycin,650mg,Throat Infection,Clarithromycin,Yes,1 tablet after meals
24247,Ibuprofen,250mg,Throat Infection,Crocin,Yes,1 tablet at night
24248,Paracetamol,250mg,Diabetes,Azithromycin,No,As directed by doctor
24249,Amoxicillin,100mg,Diabetes,Electral,Yes,1 capsule every 8 hrs
24250,Cetirizine,10ml,Headache,Paracetamol,No,1 capsule every 8 hrs
24251,Electral,200ml,Cold,Famotidine,Yes,As directed by doctor
24252,Glimepiride,10ml,Allergy,Electral,No,1 tablet daily
24253,Cetirizine,650mg,Pain,Famotidine,No,1 tablet every 6 hrs
24254,Dolo,100mg,Throat Infection,Cetirizine,No,1 tablet daily
24255,Electral,100mg,Pain,Insulin,No,1 tablet every 6 hrs
24256,Ranitidine,250mg,Acidity,Ibuprofen,No,1 tablet at night
24257,Zincovit,500mg,Immunity Boost,Levocetirizine,No,1 tablet after meals
24258,Paracetamol,10ml,Throat Infection,Diclofenac,Yes,1 capsule every 8 hrs
24259,Diclofenac,400mg,Allergy,Famotidine,No,1 tablet every 6 hrs
24260,Ibuprofen,250mg,Allergy,Levocetirizine,Yes,1 tablet daily
24261,ORS,10ml,Acidity,Clarithromycin,Yes,As directed by doctor
24262,Ranitidine,500mg,Cold,Glimepiride,No,1 tablet every 6 hrs
24263,Amoxicillin,10ml,Diabetes,Clarithromycin,Yes,1 tablet every 6 hrs
24264,Glimepiride,10ml,Dehydration,Cetirizine,Yes,1 tablet at night
24265,Cetirizine,200ml,Dehydration,ORS,No,1 tablet daily
24266,Ibuprofen,400mg,Diabetes,Ibuprofen,Yes,1 tablet at night
24267,Insulin,10ml,Acidity,Famotidine,Yes,1 tablet every 6 hrs
24268,ORS,250mg,Bacterial Infection,Cetirizine,No,1 tablet after meals
24269,Zincovit,400mg,Allergy,Amoxicillin,No,As directed by doctor
24270,Crocin,500mg,Cold,Insulin,No,1 tablet every 6 hrs
24271,Famotidine,250mg,Immunity Boost,Glimepiride,No,As directed by doctor
24272,Zincovit,500mg,Dehydration,Amoxicillin,Yes,1 capsule every 8 hrs
24273,Azithromycin,10ml,Dehydration,Levocetirizine,No,1 tablet every 6 hrs
24274,ORS,10ml,Acidity,Zincovit,Yes,As directed by doctor
24275,Levocetirizine,10ml,Immunity Boost,Electral,Yes,1 tablet daily
24276,Vitamin C,100mg,Inflammation,Electral,Yes,1 capsule every 8 hrs
24277,Azithromycin,500mg,Dehydration,Diclofenac,Yes,As directed by doctor
24278,Zincovit,250mg,Bacterial Infection,Crocin,No,1 tablet daily
24279,ORS,10ml,Throat Infection,Diclofenac,Yes,1 tablet daily
24280,Azithromycin,400mg,Bacterial Infection,Insulin,Yes,1 tablet at night
24281,Famotidine,200ml,Allergy,Ibuprofen,No,1 tablet daily
24282,Crocin,100mg,Acidity,Glimepiride,Yes,1 tablet daily
24283,Glimepiride,100mg,Allergy,Zincovit,No,1 tablet after meals
24284,Crocin,100mg,Diabetes,Ibuprofen,No,1 tablet at night
24285,Clarithromycin,650mg,Fever,Levocetirizine,No,1 capsule every 8 hrs
24286,Dolo,500mg,Acidity,Ibuprofen,Yes,1 capsule every 8 hrs
24287,Paracetamol,10ml,Diabetes,Insulin,Yes,1 tablet after meals
24288,Electral,400mg,Throat Infection,Azithromycin,No,1 tablet after meals
24289,Dolo,400mg,Allergy,Insulin,No,1 tablet every 6 hrs
24290,ORS,10ml,Fever,Glimepiride,Yes,1 tablet at night
24291,Insulin,250mg,Dehydration,Amoxicillin,Yes,1 tablet at night
24292,Paracetamol,250mg,Pain,Amoxicillin,Yes,1 tablet after meals
24293,ORS,650mg,Immunity Boost,Metformin,No,1 tablet at night
24294,Famotidine,250mg,Fever,Insulin,No,As directed by doctor
24295,Vitamin C,650mg,Bacterial Infection,Famotidine,No,1 tablet every 6 hrs
24296,Electral,200ml,Dehydration,Famotidine,Yes,1 tablet at night
24297,Clarithromycin,200ml,Immunity Boost,Azithromycin,Yes,1 tablet at night
24298,Zincovit,250mg,Inflammation,Levocetirizine,Yes,1 capsule every 8 hrs
24299,Diclofenac,500mg,Acidity,Glimepiride,Yes,1 tablet daily
24300,Insulin,500mg,Acidity,Cetirizine,No,As directed by doctor
24301,Diclofenac,400mg,Immunity Boost,Vitamin C,Yes,As directed by doctor
24302,Famotidine,10ml,Cold,Insulin,Yes,1 capsule every 8 hrs
24303,Glimepiride,650mg,Headache,Diclofenac,No,1 tablet at night
24304,Glimepiride,400mg,Bacterial Infection,ORS,Yes,As directed by doctor
24305,Azithromycin,250mg,Pain,ORS,Yes,1 tablet daily
24306,Cetirizine,500mg,Pain,Cetirizine,Yes,1 tablet at night
24307,Dolo,400mg,Headache,Crocin,Yes,As directed by doctor
24308,Levocetirizine,100mg,Inflammation,Insulin,No,1 tablet at night
24309,Vitamin C,200ml,Acidity,Metformin,Yes,1 tablet daily
24310,Ibuprofen,100mg,Dehydration,Zincovit,Yes,1 tablet daily
24311,ORS,500mg,Acidity,Diclofenac,No,1 tablet every 6 hrs
24312,Cetirizine,10ml,Bacterial Infection,Paracetamol,Yes,1 tablet after meals
24313,Ranitidine,250mg,Immunity Boost,Ibuprofen,Yes,1 tablet at night
24314,Dolo,650mg,Headache,Crocin,Yes,As directed by doctor
24315,Crocin,10ml,Throat Infection,Metformin,No,1 tablet daily
24316,Paracetamol,650mg,Inflammation,Ibuprofen,No,1 tablet daily
24317,Ibuprofen,400mg,Diabetes,Cetirizine,No,1 capsule every 8 hrs
24318,Dolo,10ml,Pain,Azithromycin,No,1 tablet after meals
24319,Paracetamol,500mg,Dehydration,Paracetamol,No,1 capsule every 8 hrs
24320,Insulin,400mg,Bacterial Infection,Glimepiride,No,1 capsule every 8 hrs
24321,Paracetamol,400mg,Headache,Electral,No,1 tablet at night
24322,Diclofenac,500mg,Bacterial Infection,Metformin,Yes,1 tablet at night
24323,Metformin,10ml,Immunity Boost,Vitamin C,No,1 capsule every 8 hrs
24324,Azithromycin,10ml,Pain,Electral,No,As directed by doctor
24325,Metformin,100mg,Immunity Boost,Cetirizine,No,1 tablet after meals
24326,ORS,10ml,Cold,Glimepiride,No,As directed by doctor
24327,Amoxicillin,10ml,Allergy,Vitamin C,Yes,1 capsule every 8 hrs
24328,Cetirizine,200ml,Throat Infection,Clarithromycin,Yes,1 tablet at night
24329,Diclofenac,400mg,Dehydration,Ibuprofen,No,1 tablet every 6 hrs
24330,Paracetamol,500mg,Cold,Famotidine,No,1 tablet daily
24331,Dolo,200ml,Throat Infection,Metformin,Yes,As directed by doctor
24332,Vitamin C,100mg,Allergy,Levocetirizine,Yes,1 tablet every 6 hrs
24333,Glimepiride,650mg,Cold,Ranitidine,No,1 capsule every 8 hrs
24334,Electral,200ml,Headache,Diclofenac,Yes,1 tablet at night
24335,Electral,650mg,Immunity Boost,Dolo,Yes,As directed by doctor
24336,Electral,200ml,Headache,Levocetirizine,Yes,1 tablet daily
24337,ORS,10ml,Diabetes,Metformin,No,1 tablet daily
24338,Famotidine,400mg,Inflammation,Paracetamol,No,1 tablet after meals
24339,Dolo,400mg,Inflammation,Clarithromycin,No,1 tablet at night
24340,Amoxicillin,650mg,Inflammation,Paracetamol,Yes,1 capsule every 8 hrs
24341,Levocetirizine,400mg,Headache,Clarithromycin,No,1 tablet every 6 hrs
24342,Zincovit,250mg,Headache,Dolo,No,1 tablet after meals
24343,Azithromycin,650mg,Bacterial Infection,Diclofenac,No,1 tablet every 6 hrs
24344,ORS,250mg,Fever,Paracetamol,Yes,1 tablet daily
24345,ORS,650mg,Dehydration,Ranitidine,No,1 tablet every 6 hrs
24346,Dolo,10ml,Headache,Metformin,No,1 capsule every 8 hrs
24347,Ibuprofen,200ml,Fever,Ranitidine,No,1 tablet at night
24348,Crocin,200ml,Headache,Amoxicillin,No,1 tablet after meals
24349,Dolo,100mg,Pain,Insulin,No,1 capsule every 8 hrs
24350,Levocetirizine,200ml,Bacterial Infection,Levocetirizine,Yes,1 tablet daily
24351,Insulin,100mg,Allergy,Cetirizine,Yes,1 tablet after meals
24352,Azithromycin,200ml,Fever,Cetirizine,No,As directed by doctor
24353,Amoxicillin,650mg,Cold,Glimepiride,Yes,1 capsule every 8 hrs
24354,Paracetamol,650mg,Dehydration,Metformin,No,1 tablet after meals
24355,Vitamin C,100mg,Immunity Boost,Ranitidine,No,1 tablet at night
24356,Metformin,200ml,Fever,Zincovit,Yes,1 capsule every 8 hrs
24357,Insulin,100mg,Fever,Zincovit,No,1 tablet after meals
24358,Insulin,200ml,Fever,Ibuprofen,Yes,1 tablet at night
24359,Clarithromycin,400mg,Bacterial Infection,Dolo,No,1 tablet after meals
24360,Cetirizine,10ml,Headache,Insulin,Yes,1 tablet after meals
24361,Clarithromycin,400mg,Throat Infection,Levocetirizine,No,1 tablet every 6 hrs
24362,Paracetamol,500mg,Throat Infection,Paracetamol,Yes,1 tablet after meals
24363,Clarithromycin,10ml,Diabetes,Diclofenac,No,1 tablet every 6 hrs
24364,Levocetirizine,500mg,Bacterial Infection,Azithromycin,Yes,1 tablet after meals
24365,Paracetamol,200ml,Dehydration,Clarithromycin,Yes,1 tablet after meals
24366,Glimepiride,10ml,Fever,Vitamin C,No,1 tablet at night
24367,Insulin,100mg,Acidity,Paracetamol,No,1 tablet every 6 hrs
24368,Dolo,650mg,Throat Infection,Glimepiride,Yes,1 tablet at night
24369,Azithromycin,400mg,Pain,Ranitidine,No,1 capsule every 8 hrs
24370,Clarithromycin,650mg,Diabetes,Metformin,Yes,1 tablet at night
24371,Cetirizine,100mg,Cold,Azithromycin,No,1 capsule every 8 hrs
24372,Vitamin C,500mg,Acidity,Glimepiride,No,1 tablet daily
24373,Cetirizine,200ml,Headache,Vitamin C,Yes,As directed by doctor
24374,ORS,200ml,Headache,Ranitidine,Yes,As directed by doctor
24375,Ibuprofen,200ml,Acidity,Clarithromycin,Yes,1 tablet at night
24376,Zincovit,200ml,Headache,Azithromycin,No,1 tablet daily
24377,Levocetirizine,650mg,Diabetes,Ranitidine,No,1 tablet daily
24378,Electral,250mg,Dehydration,Glimepiride,Yes,As directed by doctor
24379,Crocin,650mg,Diabetes,Ranitidine,No,1 tablet after meals
24380,Glimepiride,400mg,Diabetes,Vitamin C,No,1 capsule every 8 hrs
24381,Zincovit,250mg,Acidity,Amoxicillin,No,1 capsule every 8 hrs
24382,Azithromycin,400mg,Throat Infection,Amoxicillin,No,1 tablet at night
24383,Crocin,650mg,Inflammation,Levocetirizine,Yes,1 tablet every 6 hrs
24384,Diclofenac,650mg,Dehydration,Ibuprofen,Yes,1 tablet at night
24385,Zincovit,400mg,Cold,Levocetirizine,Yes,1 tablet daily
24386,Ibuprofen,100mg,Throat Infection,Glimepiride,Yes,1 tablet every 6 hrs
24387,Cetirizine,500mg,Allergy,Levocetirizine,Yes,1 tablet daily
24388,Amoxicillin,400mg,Fever,Cetirizine,Yes,1 tablet after meals
24389,Levocetirizine,650mg,Headache,Ranitidine,No,1 tablet every 6 hrs
24390,Zincovit,250mg,Cold,Dolo,Yes,As directed by doctor
24391,Vitamin C,650mg,Headache,Azithromycin,No,1 tablet after meals
24392,Clarithromycin,500mg,Fever,Dolo,No,1 tablet every 6 hrs
24393,Cetirizine,10ml,Headache,Cetirizine,No,1 tablet daily
24394,Electral,10ml,Pain,Azithromycin,No,1 tablet daily
24395,Clarithromycin,400mg,Cold,Electral,Yes,1 tablet at night
24396,Insulin,400mg,Bacterial Infection,Metformin,No,1 tablet daily
24397,Famotidine,500mg,Headache,Crocin,Yes,1 tablet after meals
24398,Ranitidine,650mg,Headache,Famotidine,No,1 tablet at night
24399,Cetirizine,200ml,Allergy,Levocetirizine,Yes,1 capsule every 8 hrs
24400,Clarithromycin,250mg,Headache,ORS,No,1 tablet every 6 hrs
24401,Levocetirizine,10ml,Dehydration,Levocetirizine,Yes,As directed by doctor
24402,Electral,400mg,Allergy,Famotidine,Yes,1 capsule every 8 hrs
24403,Vitamin C,500mg,Inflammation,Ibuprofen,No,1 tablet every 6 hrs
24404,Diclofenac,250mg,Throat Infection,Metformin,No,1 tablet daily
24405,Diclofenac,100mg,Dehydration,Ranitidine,Yes,1 capsule every 8 hrs
24406,Ranitidine,500mg,Pain,Metformin,Yes,1 tablet daily
24407,Diclofenac,250mg,Bacterial Infection,Levocetirizine,Yes,As directed by doctor
24408,Amoxicillin,500mg,Inflammation,Paracetamol,No,1 tablet at night
24409,Metformin,100mg,Inflammation,Glimepiride,Yes,1 tablet after meals
24410,Dolo,650mg,Inflammation,ORS,Yes,1 tablet daily
24411,Zincovit,500mg,Dehydration,Clarithromycin,Yes,1 tablet after meals
24412,Paracetamol,650mg,Allergy,Metformin,No,1 tablet every 6 hrs
24413,Diclofenac,650mg,Cold,Metformin,Yes,As directed by doctor
24414,Ranitidine,500mg,Cold,Glimepiride,No,1 tablet at night
24415,Famotidine,400mg,Throat Infection,Clarithromycin,No,1 tablet daily
24416,Ibuprofen,500mg,Cold,Metformin,Yes,1 tablet after meals
24417,Clarithromycin,250mg,Cold,Cetirizine,No,As directed by doctor
24418,Diclofenac,500mg,Immunity Boost,Famotidine,No,1 capsule every 8 hrs
24419,Famotidine,10ml,Pain,Clarithromycin,Yes,1 capsule every 8 hrs
24420,Paracetamol,500mg,Acidity,Ibuprofen,No,1 capsule every 8 hrs
24421,Glimepiride,500mg,Inflammation,Amoxicillin,No,1 capsule every 8 hrs
24422,Dolo,400mg,Headache,Metformin,No,As directed by doctor
24423,Metformin,100mg,Dehydration,Amoxicillin,Yes,1 tablet daily
24424,Famotidine,10ml,Dehydration,Glimepiride,No,1 capsule every 8 hrs
24425,Ranitidine,100mg,Inflammation,Paracetamol,Yes,1 tablet at night
24426,Insulin,400mg,Immunity Boost,Zincovit,Yes,1 tablet after meals
24427,Azithromycin,500mg,Acidity,Levocetirizine,No,1 capsule every 8 hrs
24428,Insulin,100mg,Immunity Boost,Azithromycin,Yes,1 tablet at night
24429,Crocin,400mg,Headache,Levocetirizine,Yes,1 capsule every 8 hrs
24430,Crocin,650mg,Cold,Crocin,No,1 tablet at night
24431,Ibuprofen,500mg,Acidity,Diclofenac,Yes,1 tablet every 6 hrs
24432,Ranitidine,500mg,Immunity Boost,Dolo,No,1 tablet every 6 hrs
24433,Dolo,500mg,Headache,Ranitidine,Yes,1 tablet at night
24434,Diclofenac,10ml,Immunity Boost,Zincovit,Yes,1 capsule every 8 hrs
24435,Cetirizine,10ml,Allergy,Zincovit,No,1 tablet at night
24436,Metformin,100mg,Dehydration,Electral,No,As directed by doctor
24437,Famotidine,650mg,Throat Infection,Crocin,No,1 capsule every 8 hrs
24438,Zincovit,650mg,Diabetes,Insulin,Yes,1 tablet every 6 hrs
24439,Amoxicillin,250mg,Immunity Boost,Ranitidine,Yes,1 capsule every 8 hrs
24440,Levocetirizine,100mg,Fever,Ranitidine,No,1 capsule every 8 hrs
24441,Ranitidine,10ml,Bacterial Infection,Cetirizine,Yes,1 capsule every 8 hrs
24442,Crocin,200ml,Inflammation,Ranitidine,Yes,1 tablet after meals
24443,Metformin,200ml,Bacterial Infection,ORS,Yes,1 capsule every 8 hrs
24444,Zincovit,10ml,Bacterial Infection,Azithromycin,Yes,1 tablet daily
24445,Famotidine,500mg,Inflammation,Ibuprofen,Yes,1 tablet every 6 hrs
24446,Metformin,100mg,Headache,Paracetamol,Yes,1 capsule every 8 hrs
24447,Paracetamol,250mg,Inflammation,Diclofenac,Yes,As directed by doctor
24448,Zincovit,650mg,Inflammation,Electral,Yes,1 tablet daily
24449,Dolo,200ml,Headache,Glimepiride,No,1 tablet every 6 hrs
24450,Metformin,100mg,Allergy,Glimepiride,No,1 tablet at night
24451,Amoxicillin,200ml,Inflammation,Amoxicillin,Yes,1 tablet after meals
24452,ORS,100mg,Acidity,Diclofenac,Yes,1 capsule every 8 hrs
24453,Diclofenac,10ml,Inflammation,ORS,Yes,1 tablet after meals
24454,Levocetirizine,400mg,Dehydration,Glimepiride,No,1 capsule every 8 hrs
24455,Diclofenac,400mg,Bacterial Infection,Glimepiride,No,As directed by doctor
24456,Dolo,100mg,Fever,Crocin,No,1 capsule every 8 hrs
24457,Electral,650mg,Bacterial Infection,Clarithromycin,No,1 tablet at night
24458,Metformin,400mg,Diabetes,Dolo,Yes,1 tablet after meals
24459,Crocin,500mg,Diabetes,Vitamin C,Yes,1 tablet daily
24460,Amoxicillin,10ml,Diabetes,ORS,Yes,As directed by doctor
24461,Clarithromycin,650mg,Immunity Boost,Paracetamol,Yes,1 tablet every 6 hrs
24462,Glimepiride,400mg,Immunity Boost,Ibuprofen,No,1 tablet at night
24463,Electral,650mg,Acidity,Levocetirizine,Yes,1 tablet after meals
24464,Famotidine,500mg,Inflammation,Clarithromycin,Yes,1 tablet every 6 hrs
24465,Vitamin C,200ml,Dehydration,Famotidine,Yes,1 tablet daily
24466,Paracetamol,650mg,Immunity Boost,Metformin,Yes,1 capsule every 8 hrs
24467,Levocetirizine,200ml,Inflammation,Zincovit,Yes,As directed by doctor
24468,Diclofenac,500mg,Throat Infection,Dolo,Yes,1 tablet at night
24469,Amoxicillin,100mg,Acidity,Clarithromycin,Yes,1 tablet after meals
24470,Glimepiride,10ml,Headache,Clarithromycin,Yes,1 capsule every 8 hrs
24471,Amoxicillin,500mg,Pain,Ranitidine,No,1 tablet at night
24472,Glimepiride,650mg,Dehydration,Zincovit,Yes,As directed by doctor
24473,Ibuprofen,400mg,Pain,ORS,No,1 capsule every 8 hrs
24474,Electral,500mg,Bacterial Infection,Diclofenac,Yes,1 tablet after meals
24475,Dolo,250mg,Headache,Paracetamol,No,1 capsule every 8 hrs
24476,Zincovit,250mg,Bacterial Infection,Glimepiride,No,1 tablet daily
24477,ORS,200ml,Bacterial Infection,Metformin,No,1 capsule every 8 hrs
24478,Electral,250mg,Throat Infection,Famotidine,No,1 capsule every 8 hrs
24479,Levocetirizine,100mg,Bacterial Infection,Ranitidine,Yes,1 capsule every 8 hrs
24480,Cetirizine,250mg,Immunity Boost,Famotidine,Yes,1 tablet after meals
24481,Cetirizine,100mg,Immunity Boost,ORS,No,1 tablet daily
24482,ORS,100mg,Dehydration,Paracetamol,No,1 tablet daily
24483,Cetirizine,400mg,Cold,Insulin,Yes,1 capsule every 8 hrs
24484,Clarithromycin,100mg,Pain,Crocin,Yes,1 capsule every 8 hrs
24485,Dolo,10ml,Acidity,Metformin,Yes,1 tablet at night
24486,Cetirizine,650mg,Bacterial Infection,Ranitidine,Yes,As directed by doctor
24487,Clarithromycin,650mg,Acidity,Ranitidine,Yes,1 tablet at night
24488,Clarithromycin,500mg,Pain,Paracetamol,No,1 tablet daily
24489,Azithromycin,100mg,Pain,Ibuprofen,No,1 tablet every 6 hrs
24490,Ranitidine,500mg,Throat Infection,Ranitidine,No,1 tablet after meals
24491,Glimepiride,200ml,Dehydration,Ranitidine,No,As directed by doctor
24492,Electral,650mg,Inflammation,Levocetirizine,No,1 tablet after meals
24493,Vitamin C,100mg,Immunity Boost,Crocin,Yes,1 capsule every 8 hrs
24494,Paracetamol,250mg,Headache,ORS,No,1 tablet every 6 hrs
24495,Metformin,400mg,Throat Infection,Glimepiride,Yes,1 tablet after meals
24496,Insulin,650mg,Diabetes,Clarithromycin,Yes,As directed by doctor
24497,Amoxicillin,400mg,Cold,Ibuprofen,Yes,As directed by doctor
24498,Zincovit,400mg,Acidity,Ibuprofen,No,1 tablet every 6 hrs
24499,Famotidine,250mg,Pain,Amoxicillin,No,1 tablet after meals
24500,Metformin,650mg,Immunity Boost,ORS,Yes,1 capsule every 8 hrs
24501,Azithromycin,400mg,Headache,Vitamin C,Yes,1 capsule every 8 hrs
24502,Ranitidine,250mg,Pain,Insulin,No,1 tablet at night
24503,Famotidine,250mg,Headache,Glimepiride,Yes,1 tablet every 6 hrs
24504,Azithromycin,10ml,Allergy,Vitamin C,Yes,1 capsule every 8 hrs
24505,Glimepiride,250mg,Pain,Metformin,No,As directed by doctor
24506,Cetirizine,500mg,Cold,Diclofenac,No,1 capsule every 8 hrs
24507,Ibuprofen,100mg,Cold,Crocin,Yes,1 tablet at night
24508,Levocetirizine,10ml,Allergy,Glimepiride,Yes,1 tablet daily
24509,Glimepiride,100mg,Inflammation,Dolo,Yes,1 tablet every 6 hrs
24510,Paracetamol,400mg,Inflammation,Diclofenac,No,1 tablet daily
24511,Levocetirizine,250mg,Dehydration,Famotidine,No,As directed by doctor
24512,Electral,250mg,Bacterial Infection,Famotidine,Yes,1 tablet daily
24513,Amoxicillin,650mg,Immunity Boost,Dolo,Yes,1 tablet after meals
24514,Famotidine,200ml,Acidity,Diclofenac,No,As directed by doctor
24515,Diclofenac,650mg,Cold,Clarithromycin,No,1 tablet daily
24516,Dolo,200ml,Bacterial Infection,ORS,No,1 tablet daily
24517,Metformin,250mg,Immunity Boost,Levocetirizine,No,1 tablet at night
24518,Ibuprofen,500mg,Immunity Boost,Insulin,Yes,1 tablet at night
24519,Dolo,10ml,Fever,ORS,No,1 tablet daily
24520,Azithromycin,250mg,Bacterial Infection,Levocetirizine,No,As directed by doctor
24521,Metformin,200ml,Cold,Azithromycin,Yes,1 tablet at night
24522,Cetirizine,500mg,Throat Infection,Glimepiride,No,1 capsule every 8 hrs
24523,ORS,650mg,Dehydration,Ibuprofen,Yes,1 tablet at night
24524,Ranitidine,10ml,Acidity,Ranitidine,No,1 tablet after meals
24525,Metformin,250mg,Pain,Glimepiride,Yes,1 tablet at night
24526,Dolo,250mg,Allergy,Zincovit,Yes,As directed by doctor
24527,Vitamin C,100mg,Acidity,Glimepiride,Yes,1 tablet after meals
24528,Vitamin C,250mg,Cold,Famotidine,No,As directed by doctor
24529,Diclofenac,100mg,Acidity,Clarithromycin,No,1 tablet daily
24530,Zincovit,200ml,Bacterial Infection,Cetirizine,No,As directed by doctor
24531,Insulin,650mg,Inflammation,Zincovit,Yes,As directed by doctor
24532,Clarithromycin,500mg,Acidity,Amoxicillin,Yes,As directed by doctor
24533,Insulin,500mg,Pain,Electral,Yes,1 capsule every 8 hrs
24534,Metformin,100mg,Headache,Famotidine,No,1 tablet after meals
24535,Levocetirizine,100mg,Diabetes,Zincovit,Yes,1 tablet daily
24536,Clarithromycin,650mg,Bacterial Infection,Ranitidine,No,1 tablet at night
24537,Levocetirizine,200ml,Pain,Diclofenac,No,1 tablet every 6 hrs
24538,Ranitidine,200ml,Cold,Famotidine,Yes,1 tablet after meals
24539,Glimepiride,500mg,Pain,Famotidine,No,1 capsule every 8 hrs
24540,Dolo,500mg,Allergy,Paracetamol,No,1 tablet daily
24541,Famotidine,400mg,Throat Infection,Electral,Yes,As directed by doctor
24542,Azithromycin,650mg,Diabetes,Dolo,Yes,1 tablet every 6 hrs
24543,Amoxicillin,100mg,Allergy,Dolo,Yes,1 tablet after meals
24544,Electral,10ml,Cold,Metformin,No,1 tablet daily
24545,Ibuprofen,250mg,Headache,Ibuprofen,Yes,1 tablet every 6 hrs
24546,Paracetamol,10ml,Pain,Electral,No,As directed by doctor
24547,Azithromycin,400mg,Fever,Zincovit,Yes,1 tablet after meals
24548,Ibuprofen,250mg,Fever,Amoxicillin,No,1 tablet after meals
24549,Ibuprofen,500mg,Dehydration,Ranitidine,No,As directed by doctor
24550,Insulin,400mg,Pain,Ranitidine,No,1 tablet daily
24551,Amoxicillin,650mg,Headache,Clarithromycin,No,As directed by doctor
24552,Diclofenac,10ml,Inflammation,Diclofenac,Yes,1 tablet daily
24553,Metformin,400mg,Dehydration,Ranitidine,Yes,1 capsule every 8 hrs
24554,Paracetamol,400mg,Fever,Dolo,Yes,1 tablet every 6 hrs
24555,Dolo,650mg,Throat Infection,Ibuprofen,No,1 capsule every 8 hrs
24556,Ranitidine,250mg,Inflammation,Insulin,Yes,1 tablet at night
24557,Ranitidine,250mg,Throat Infection,Ibuprofen,Yes,1 tablet at night
24558,Vitamin C,100mg,Acidity,Insulin,Yes,1 tablet at night
24559,Cetirizine,10ml,Acidity,Dolo,Yes,1 tablet at night
24560,Diclofenac,10ml,Inflammation,Cetirizine,No,1 capsule every 8 hrs
24561,Cetirizine,200ml,Pain,Diclofenac,No,As directed by doctor
24562,Clarithromycin,10ml,Fever,Vitamin C,Yes,1 capsule every 8 hrs
24563,ORS,250mg,Inflammation,Dolo,Yes,1 tablet every 6 hrs
24564,Electral,10ml,Bacterial Infection,Azithromycin,Yes,1 tablet after meals
24565,Insulin,500mg,Allergy,Levocetirizine,Yes,1 tablet every 6 hrs
24566,Ranitidine,500mg,Inflammation,Zincovit,Yes,1 tablet at night
24567,Paracetamol,10ml,Bacterial Infection,Clarithromycin,Yes,1 tablet daily
24568,Famotidine,400mg,Inflammation,Insulin,Yes,1 tablet every 6 hrs
24569,Vitamin C,250mg,Allergy,Ranitidine,Yes,1 tablet at night
24570,Amoxicillin,400mg,Inflammation,Famotidine,Yes,1 capsule every 8 hrs
24571,Paracetamol,100mg,Inflammation,Glimepiride,Yes,1 tablet every 6 hrs
24572,ORS,100mg,Allergy,Insulin,Yes,As directed by doctor
24573,Paracetamol,500mg,Throat Infection,Ibuprofen,Yes,As directed by doctor
24574,Diclofenac,400mg,Inflammation,Ranitidine,No,As directed by doctor
24575,Metformin,500mg,Acidity,Diclofenac,Yes,1 tablet after meals
24576,Dolo,200ml,Immunity Boost,Ranitidine,No,1 tablet daily
24577,ORS,10ml,Diabetes,Dolo,No,1 capsule every 8 hrs
24578,Dolo,400mg,Dehydration,Azithromycin,No,1 tablet every 6 hrs
24579,Ranitidine,500mg,Diabetes,Clarithromycin,Yes,1 tablet every 6 hrs
24580,ORS,500mg,Immunity Boost,Electral,No,As directed by doctor
24581,Crocin,400mg,Pain,Ranitidine,Yes,1 tablet at night
24582,Zincovit,100mg,Allergy,Metformin,No,As directed by doctor
24583,Dolo,400mg,Acidity,Amoxicillin,Yes,1 tablet daily
